Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,cid,is_psychedelic
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4.4956,98.283,142.793584,15.71,328.481,328.160934,3,0,5,0,4,0,4,23,47,3,2,0,1,0,0,1,2,0,0,0.368421,15.060436,8.770445,7.465239,5.134206,4.201647,7.953948,6.381462,4.003937,3.12554,-1.65,16.216344,6.850696,3.483769,9.636773,39.194564,0.0,5.917906,6.923737,52.255536,0.0,0.0,0.0,11.374773,5.749512,11.761885,4.736863,0.0,4.89991,5.917906,16.714704,39.194564,42.464569,0.0,5.749512,23.136657,14.536682,0.0,0.0,0.0,0.0,30.818356,44.278718,28.946847,18.48457,5.749512,0.0,0.0,0.0,0.0,19,0,0,0,0,1,0,1,1,1,0,23,9,0,0,10,6,0,5,4,3,0,0,0,0,4,3,2,0,8,6,0,0,0,0,3,0,0,0,0,4,2,unknown,1
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,2.9238,85.988,130.813451,26.79,307.825,307.14514,4,0,4,0,2,2,5,21,43,3,1,2,2,0,2,2,1,0,0,0.5625,13.435824,7.867732,7.212436,4.439341,3.44283,7.489767,6.776,4.204244,3.258302,-1.26,14.667876,5.501986,3.164014,4.89991,55.099472,0.0,5.41499,13.847474,24.265468,5.022633,0.0,0.0,10.481923,0.0,11.60094,4.794537,0.0,9.799819,5.41499,13.847474,44.168448,29.288102,0.0,0.0,23.319441,9.799819,4.89991,4.794537,0.0,0.0,31.514781,23.614092,49.978558,0.0,0.0,0.0,0.0,0.0,6.031115,16,0,1,0,0,0,0,0,3,1,0,21,7,1,0,12,3,0,4,5,4,0,0,0,0,4,2,0,0,8,6,1,0,1,1,1,0,0,0,0,0,0,unknown,1
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,1.3918,68.6621,104.875442,77.34,248.282,248.116092,5,3,4,2,4,0,5,18,34,2,2,0,0,1,0,0,1,0,0,0.307692,10.395953,5.6381,3.966979,3.017733,2.029005,5.6381,3.966979,3.017733,2.029005,-2.01,12.447008,5.097727,2.043307,10.47053,31.717635,9.5314,0.0,11.481358,24.395945,0.0,10.902925,0.0,0.0,5.749512,0.0,14.268263,0.0,4.983979,5.733667,5.917906,20.764351,29.959396,0.0,5.749512,16.87223,20.191372,4.794537,0.0,0.0,0.0,0.0,23.762553,23.644525,20.137501,5.749512,0.0,0.0,0.0,5.969305,13,0,0,0,0,0,0,1,1,3,0,18,8,1,0,5,5,0,4,8,5,3,2,0,0,4,3,2,0,5,4,0,0,0,1,1,0,0,0,0,2,1,unknown,1
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12.Cl,1.8136,75.9101,117.028535,77.34,284.743,284.09277,5,3,4,2,4,0,6,19,36,2,2,0,0,1,0,0,1,0,0,0.307692,11.620698,5.6381,3.966979,3.017733,2.029005,5.6381,3.966979,3.017733,2.029005,-1.72,15.33787,6.447684,2.82507,10.47053,31.717635,9.5314,0.0,11.481358,24.395945,0.0,10.902925,0.0,0.0,5.749512,12.407033,14.268263,0.0,4.983979,5.733667,5.917906,20.764351,29.959396,0.0,5.749512,29.279263,20.191372,4.794537,0.0,0.0,12.407033,0.0,23.762553,23.644525,20.137501,5.749512,0.0,0.0,0.0,5.969305,13,0,1,0,0,0,0,1,1,3,0,19,8,1,0,5,5,0,4,8,5,3,2,0,0,4,3,2,0,5,4,0,0,0,1,1,0,0,0,0,2,1,unknown,1
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,3.3476,90.932,131.633956,20.31,291.394,291.162314,2,0,3,0,2,0,2,22,43,3,2,0,1,0,0,0,2,0,1,0.25,13.172935,7.70749,6.076403,4.056136,3.09036,7.70749,6.076403,4.056136,3.09036,-2.19,14.73502,6.285405,3.021803,0.0,31.323255,17.63618,0.0,22.253806,54.606957,0.0,5.573105,0.0,0.0,0.0,0.0,4.794537,0.0,4.89991,0.0,12.841643,20.6401,76.860763,0.0,0.0,11.356349,4.89991,4.794537,0.0,0.0,0.0,48.530937,60.839918,0.0,6.544756,0.0,5.783245,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,22,5,2,0,11,6,0,3,3,2,0,0,0,0,3,2,2,0,10,5,0,0,0,0,2,1,0,0,0,4,2,unknown,1
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4.1521,127.8968,186.181517,29.95,436.427,435.184418,4,1,6,1,4,0,6,29,60,4,2,1,2,0,1,2,2,0,0,0.391304,18.375808,10.04242,7.363045,5.634751,4.129139,10.04242,7.363045,5.634751,4.129139,-1.56,23.716349,11.580543,5.742996,4.89991,67.326524,0.0,0.0,17.547725,48.530937,0.0,12.15204,0.0,11.374773,0.0,24.814066,5.106527,0.0,9.799819,0.0,6.420822,57.320087,59.65784,0.0,0.0,48.340879,14.906347,4.89991,0.0,0.0,24.814066,48.550243,36.225215,50.643311,6.606882,0.0,0.0,0.0,0.0,0.0,23,0,2,0,0,0,0,0,3,1,0,29,7,0,0,16,7,0,6,5,4,1,1,0,0,1,5,0,0,14,7,0,0,0,0,3,1,0,0,0,4,2,unknown,1
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,4.6332,95.1497,139.099327,12.03,313.872,313.159727,1,1,4,1,1,0,2,22,46,5,2,0,3,0,0,0,2,0,3,0.4,13.956431,8.200959,6.554975,5.59367,4.718336,8.200959,6.554975,5.59367,4.718336,-1.31,15.580555,6.059856,2.106728,5.316789,13.592428,5.41499,0.0,53.854999,48.530937,0.0,0.0,0.0,0.0,0.0,12.407033,0.0,0.0,5.316789,0.0,37.016183,13.592428,70.784743,0.0,0.0,12.407033,5.316789,0.0,0.0,0.0,12.407033,48.530937,61.529521,11.332897,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,0,0,0,0,1,0,0,0,22,5,0,0,13,6,0,4,1,1,1,1,0,0,1,4,0,0,10,5,1,0,0,0,5,0,0,0,0,8,9,unknown,1
CCOc1ccccc1OCC1CNCCO1.Cl,1.8743,72.9637,114.023758,39.72,273.76,273.113171,4,1,5,1,4,0,5,18,38,2,1,1,1,0,1,1,1,0,0,0.538462,11.371775,6.068036,3.887675,2.57813,1.753656,6.068036,3.887675,2.57813,1.753656,-0.97,15.08872,8.187908,4.366425,14.790515,39.014125,4.736863,0.0,6.923737,24.265468,0.0,0.0,0.0,0.0,11.499024,12.407033,14.210589,0.0,5.316789,0.0,13.027704,32.910159,24.265468,0.0,11.499024,12.407033,19.527377,0.0,0.0,0.0,12.407033,12.132734,19.056471,13.089513,13.213764,12.710848,11.499024,0.0,0.0,0.0,13,0,1,0,0,0,0,0,1,2,1,18,6,0,0,9,3,0,5,7,4,1,1,0,0,1,4,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,unknown,1
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C.Cl,2.10322,85.509,133.414859,50.49,322.771,322.099667,5,0,1,0,4,1,7,22,38,3,2,0,1,1,0,1,1,0,0,0.266667,13.31632,6.602699,5.00506,3.621954,2.63103,6.602699,5.00506,3.621954,2.63103,-2.21,16.165546,5.884338,2.391862,4.89991,34.991778,11.842209,12.740958,16.820831,29.257873,0.0,0.0,0.0,10.208278,0.0,12.407033,9.184952,0.0,9.780485,12.040077,6.923737,18.492338,46.90352,0.0,0.0,29.843761,0.0,19.368655,4.390415,5.098682,12.407033,12.132734,19.056471,19.658795,16.969064,18.17984,0.0,5.90718,0.0,0.0,15,1,1,0,0,0,0,0,4,1,0,22,5,1,0,11,6,0,1,6,5,0,0,0,0,5,0,0,0,7,9,0,0,0,1,1,1,0,0,0,2,1,unknown,1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,4.1932,100.483,152.651382,28.07,364.276,363.090518,4,0,0,0,4,0,6,24,43,4,2,1,2,0,1,2,2,0,0,0.277778,14.978406,8.173524,6.372438,4.531946,3.125975,7.79556,5.936002,4.296849,2.953872,-1.75,17.08537,7.012789,3.223234,4.736863,48.862137,0.0,0.0,5.563451,47.456974,5.022633,0.0,0.0,5.687386,11.499024,24.007973,4.736863,0.0,9.799819,4.992405,0.0,33.226698,53.050654,0.0,11.499024,35.530979,14.536682,0.0,4.992405,0.0,12.407033,23.733674,37.379507,31.201659,5.563451,17.272518,5.749512,0.0,0.0,0.0,18,0,2,0,0,0,0,0,3,0,1,24,3,0,0,16,7,0,0,5,4,0,0,0,0,2,0,0,0,13,8,0,0,0,0,3,1,0,0,0,4,2,unknown,1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,3.7072,117.7406,184.8754,102.67,445.903,445.140449,8,2,3,2,6,0,9,31,55,4,2,1,2,0,1,2,2,0,0,0.318182,17.878799,10.236093,7.659915,5.084677,3.339841,9.858128,7.223479,4.84958,3.167738,-3.1,22.582207,10.278359,6.191791,4.736863,71.013802,9.589074,0.0,18.405095,47.456974,5.022633,0.0,0.0,5.687386,11.499024,11.60094,24.538992,0.0,9.799819,4.992405,12.841643,33.226698,53.050654,0.0,11.499024,35.062557,24.749737,9.589074,4.992405,0.0,0.0,23.733674,37.379507,31.201659,18.405095,17.272518,5.749512,0.0,0.0,11.938611,22,0,1,0,0,0,0,0,3,4,1,31,8,2,0,16,7,0,3,13,8,2,2,0,0,6,2,2,0,13,8,0,0,0,0,3,1,0,0,0,4,2,unknown,1
CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,1.6294,113.5503,182.382339,122.24,454.545,454.177372,9,2,5,2,7,2,10,31,61,4,1,2,3,0,1,2,1,1,1,0.619048,18.526481,12.349057,9.900559,5.770491,4.379576,10.500745,8.434518,5.770491,4.379576,-2.17,23.492217,9.968208,6.911934,14.790515,68.285703,19.707201,5.41499,38.52493,24.265468,0.0,0.0,0.0,0.0,11.499024,0.0,32.033347,0.0,10.216698,5.41499,44.628896,32.49692,24.265468,0.0,11.499024,21.932486,14.790515,19.041734,0.0,8.417797,0.0,24.974377,30.389368,32.475912,6.255769,12.710848,11.499024,11.814359,10.118127,0.0,21,0,0,0,0,1,0,1,1,5,2,31,7,4,0,19,3,0,5,16,9,2,2,0,0,6,4,0,1,13,6,1,0,0,1,3,0,0,0,0,3,1,unknown,1
CNC(C)Cc1ccc2c(c1)OCO2.Cl,1.9875,62.0387,96.180328,30.49,229.707,229.086956,3,1,3,1,3,0,4,15,31,2,1,0,1,0,0,1,1,0,0,0.454545,9.764856,4.85146,3.581461,2.471668,1.523536,4.85146,3.581461,2.471668,1.523536,-0.93,12.141073,5.235869,2.764513,14.790515,19.882455,6.420822,0.0,12.487189,18.199101,0.0,0.0,0.0,0.0,11.499024,12.407033,9.473726,0.0,5.316789,0.0,19.3864,13.840614,23.762553,0.0,11.499024,12.407033,14.790515,0.0,0.0,0.0,12.407033,6.066367,38.088416,6.041841,0.0,0.0,11.499024,6.792942,0.0,0.0,11,0,1,0,0,0,0,1,0,0,2,15,5,0,0,7,3,0,3,5,3,1,1,0,0,2,2,1,0,6,3,0,0,0,1,1,0,0,0,0,2,1,unknown,1
Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.6453,111.8313,176.555502,86.71,437.953,437.128838,8,0,6,0,7,1,10,29,53,4,2,1,2,1,1,2,1,0,0,0.421053,17.608609,10.916428,8.793805,7.045337,5.276363,9.476364,6.963073,5.204855,3.669024,-2.23,21.47818,9.06228,4.362828,4.89991,72.766598,10.023291,0.0,23.199632,47.621006,0.0,0.0,0.0,5.948339,0.0,12.407033,13.212334,0.0,19.173083,0.0,17.737127,44.168448,48.288974,0.0,0.0,34.285843,4.89991,9.694447,22.69097,0.0,12.407033,12.132734,37.585501,45.117469,5.563451,4.895483,0.0,5.948339,15.930471,0.0,19,0,1,0,0,1,0,0,5,3,0,29,6,3,0,16,6,0,6,11,8,0,0,0,0,3,4,0,0,13,7,1,0,0,1,3,0,0,0,0,2,1,unknown,1
C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,2.4109,84.0225,126.750559,50.72,301.814,301.144471,4,2,9,2,4,0,5,20,44,1,1,0,0,0,0,0,1,0,0,0.466667,12.858334,6.50107,4.574191,2.398795,1.453997,6.50107,4.574191,2.398795,1.453997,-1.23,18.77,10.54476,7.381389,14.790515,37.010855,0.0,0.0,13.847474,36.920424,0.0,0.0,0.0,0.0,11.499024,12.407033,14.580253,0.0,5.316789,0.0,25.993282,19.75852,36.920424,0.0,11.499024,12.407033,19.897042,0.0,0.0,0.0,12.407033,38.635164,12.132734,12.586597,0.0,19.31773,11.499024,0.0,0.0,0.0,15,0,1,0,0,0,0,1,0,3,0,20,12,1,0,3,3,0,9,7,4,2,2,0,0,4,7,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,unknown,1
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,4.1926,114.0493,176.096639,86.71,436.961,436.122356,6,2,8,2,4,0,8,29,54,3,2,0,1,0,0,1,2,0,0,0.380952,17.839253,11.464109,9.532705,7.240184,5.370817,9.646082,7.158587,5.177949,3.654109,-2.09,21.614856,9.153339,4.738573,9.622005,33.086058,14.817828,0.0,49.272852,47.360053,5.022633,0.0,0.0,5.687386,0.0,11.60094,18.318862,0.0,5.316789,0.0,43.041432,17.897644,58.614106,0.0,0.0,33.280923,10.423316,9.099753,8.417797,0.0,0.0,48.708051,48.712404,18.491127,16.624711,0.0,0.0,0.0,10.023291,5.969305,21,0,1,0,0,1,0,1,1,4,0,29,11,3,0,11,6,0,8,10,6,2,2,0,0,6,7,1,0,7,7,1,0,0,0,2,1,0,0,0,4,2,unknown,1
Cc1ccc2c(c1)c1c3n2CCNC3CCC1,2.93032,70.3567,101.624994,16.96,226.323,226.146999,2,1,0,1,2,0,2,17,35,4,2,0,2,1,0,1,1,0,1,0.466667,10.292149,6.694181,5.434974,4.343747,3.628691,6.694181,5.434974,4.343747,3.628691,-1.28,9.719781,3.359287,1.246011,5.316789,11.111856,12.965578,6.923737,35.704315,18.199101,0.0,10.902925,0.0,0.0,0.0,0.0,0.0,0.0,9.883888,0.0,38.772799,6.544756,35.019932,0.0,0.0,10.902925,9.883888,0.0,0.0,0.0,0.0,11.629819,43.882388,35.728207,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,0,0,0,0,2,0,0,17,1,0,0,14,5,0,0,2,2,1,1,0,0,1,0,0,0,9,7,0,0,0,1,3,0,0,0,0,6,4,unknown,1
OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,6.2253,114.5298,183.505856,23.47,451.529,451.159298,2,1,5,1,3,0,7,31,56,4,2,1,2,0,1,2,2,0,0,0.416667,17.906686,11.393321,9.238791,7.222681,5.476444,10.576824,8.155014,6.089094,4.365133,-1.83,22.367014,9.346185,5.156053,0.0,36.247588,6.176299,11.735127,42.373641,52.265189,0.0,5.573105,0.0,17.56166,0.0,11.761885,22.668188,0.0,4.89991,5.917906,41.650552,26.241151,64.981798,0.0,0.0,17.334989,10.006437,0.0,4.390415,13.171245,0.0,23.904272,91.722548,22.942605,5.563451,5.817221,0.0,0.0,0.0,6.176299,24,4,0,0,0,1,0,0,1,1,0,31,11,1,0,16,6,0,5,3,2,1,1,0,0,5,5,0,1,11,9,0,0,0,0,4,0,0,0,0,4,2,unknown,1
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,3.55032,93.2725,141.091453,39.82,329.831,329.12949,4,0,2,0,4,0,5,23,43,4,3,0,1,2,0,0,1,0,1,0.333333,14.137406,7.747799,6.124526,4.915715,3.668199,7.747799,6.124526,4.915715,3.668199,-2.07,15.811596,5.853442,2.375917,0.0,19.901423,20.01325,12.841643,28.297143,36.659155,0.0,10.902925,0.0,0.0,0.0,12.407033,4.794537,0.0,14.118178,12.965578,26.310137,0.0,53.740939,0.0,0.0,29.093203,9.134199,4.794537,4.983979,0.0,12.407033,18.199101,25.831748,54.064326,0.0,5.824404,5.783245,0.0,0.0,0.0,18,0,1,0,0,0,0,0,3,1,0,23,4,1,0,13,7,0,2,5,4,0,0,0,0,3,1,0,0,9,9,0,0,0,2,2,0,0,0,0,4,2,unknown,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,5.1796,85.7817,129.463771,12.03,306.236,305.073805,1,1,2,1,1,0,3,20,37,3,2,0,1,0,0,0,2,0,1,0.294118,12.878153,7.670475,6.088061,4.924376,3.471635,6.914546,5.27366,4.185347,3.165105,-1.02,13.940059,5.767689,2.460404,5.316789,7.047672,0.0,0.0,41.491745,42.464569,10.045267,0.0,0.0,0.0,0.0,23.20188,0.0,0.0,5.316789,0.0,24.80139,7.047672,69.200191,0.0,0.0,23.20188,5.316789,0.0,0.0,0.0,0.0,53.533715,48.712404,11.959747,10.045267,0.0,0.0,0.0,0.0,0.0,17,0,2,0,0,0,0,1,0,0,0,20,5,0,0,11,6,0,2,1,1,1,1,0,0,3,1,0,0,9,7,0,0,0,0,3,0,0,0,0,2,1,unknown,1
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,3.5057,90.522,132.339248,6.48,300.833,300.139326,2,0,0,0,2,0,3,21,42,4,2,1,2,0,1,2,2,0,0,0.333333,13.143752,7.436433,5.975738,4.679498,3.639887,7.436433,5.975738,4.679498,3.639887,-1.51,14.428222,5.703891,2.429665,4.89991,31.581851,6.420822,0.0,22.732195,48.530937,0.0,0.0,0.0,5.687386,0.0,12.407033,0.0,0.0,4.89991,0.0,12.462662,31.581851,65.221291,0.0,0.0,18.094419,9.799819,0.0,0.0,0.0,12.407033,42.464569,36.225215,25.321655,6.041841,0.0,0.0,0.0,0.0,0.0,18,0,1,0,0,0,0,0,2,0,0,21,1,0,0,16,6,0,0,2,2,0,0,0,0,1,0,0,0,12,7,0,0,0,0,3,1,0,0,0,6,3,unknown,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,4.9502,102.727,150.013288,6.48,351.321,350.131654,2,0,4,0,2,0,4,23,47,3,2,0,1,0,0,1,2,0,0,0.368421,15.330051,8.313534,6.64665,4.506373,3.336631,7.935569,6.210214,4.271276,3.170287,-1.22,18.123477,8.049897,4.198555,4.89991,32.084767,12.841643,0.0,17.547725,42.464569,5.022633,0.0,0.0,11.374773,0.0,24.007973,0.0,0.0,4.89991,0.0,19.262465,32.084767,58.614106,0.0,0.0,35.382746,9.799819,0.0,0.0,0.0,12.407033,35.866408,69.228569,22.942162,0.0,0.0,0.0,0.0,0.0,0.0,19,0,2,0,0,0,0,1,1,0,0,23,7,0,0,11,6,0,4,2,2,0,0,0,0,3,3,1,0,9,6,0,0,0,0,2,1,0,0,0,4,2,unknown,1
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.1517,128.0938,203.125894,29.95,510.453,509.128224,4,1,6,1,5,0,10,32,60,4,2,1,2,0,1,2,2,0,0,0.454545,20.002395,11.084111,8.745906,6.820497,5.153002,10.267615,7.662129,5.690228,4.076895,-1.16,27.087311,11.811366,6.242385,4.89991,67.326524,6.176299,0.0,11.984273,52.255536,0.0,0.0,0.0,24.546018,0.0,36.575951,18.277773,0.0,9.799819,0.0,22.388087,57.320087,48.028021,0.0,0.0,47.950724,14.906347,4.89991,0.0,13.171245,24.814066,23.894619,43.297413,49.059505,23.545106,0.0,0.0,0.0,0.0,6.176299,22,3,2,0,0,1,0,0,3,1,0,32,11,0,0,16,6,0,6,5,4,1,1,0,0,4,5,0,1,12,8,0,0,0,0,4,0,0,0,0,4,2,unknown,1
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,3.2293,101.8778,155.390262,49.77,363.885,363.160121,4,1,8,1,4,0,5,25,51,2,2,0,0,0,0,0,2,0,0,0.35,15.537598,8.354794,5.605263,4.213637,2.672798,8.354794,5.605263,4.213637,2.672798,-1.88,21.163253,10.188113,5.047361,0.0,42.216894,15.132451,0.0,24.974377,60.663671,0.0,0.0,0.0,0.0,0.0,12.407033,14.637928,0.0,4.89991,0.0,19.448525,26.241151,71.790574,0.0,0.0,18.376338,14.7433,0.0,4.794537,0.0,12.407033,74.511145,24.216416,6.544756,0.0,6.606882,0.0,5.601051,0.0,5.969305,20,0,1,0,0,0,0,1,0,3,0,25,12,1,0,6,6,0,8,7,4,1,1,0,0,4,5,2,1,10,2,0,0,0,0,2,0,0,0,0,0,0,unknown,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,5.7892,122.065,191.966718,9.72,480.427,479.117659,3,0,4,0,4,0,9,30,56,4,2,1,2,0,1,2,2,0,0,0.428571,19.140968,10.39887,8.483935,6.535255,4.846552,9.582373,7.400158,5.404986,3.770445,-1.12,25.143257,10.462081,5.56466,4.89991,56.11603,6.176299,0.0,11.984273,52.255536,0.0,0.0,0.0,24.546018,0.0,36.575951,13.171245,0.0,9.799819,0.0,22.388087,51.21612,48.028021,0.0,0.0,47.950724,14.699729,0.0,0.0,13.171245,24.814066,23.894619,50.345085,42.514749,16.938224,0.0,0.0,0.0,0.0,6.176299,21,3,2,0,0,1,0,0,3,0,0,30,9,0,0,16,6,0,4,3,3,0,0,0,0,4,3,0,1,12,8,0,0,0,0,4,0,0,0,0,4,2,unknown,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,6.3074,117.928,171.680295,6.48,407.048,406.130419,2,0,4,0,4,0,5,26,53,4,2,1,2,0,1,2,2,0,0,0.428571,17.930105,11.228825,8.937398,7.295919,5.473676,9.187583,6.973968,5.440312,3.963963,-0.81,19.937995,8.919449,4.036039,4.89991,37.334705,0.0,0.0,25.683286,57.15102,0.0,0.0,0.0,11.374773,0.0,35.930803,0.0,0.0,4.89991,0.0,46.411578,31.292864,42.464569,0.0,0.0,47.305576,9.799819,0.0,0.0,0.0,24.168918,30.315441,69.442498,27.273048,11.374773,0.0,0.0,0.0,0.0,0.0,21,0,1,0,0,2,0,0,2,0,0,26,6,0,0,16,6,0,4,2,2,0,0,0,0,2,3,0,0,12,8,0,0,0,0,4,0,0,0,0,4,2,unknown,1
COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,5.0067,115.6382,174.337387,73.44,404.466,404.173607,6,1,7,1,5,0,6,30,54,4,4,0,0,2,0,0,2,0,0,0.25,17.267923,9.864679,7.367774,4.78251,3.500584,9.864679,7.367774,4.78251,3.500584,-3.38,19.915728,8.549256,3.997203,4.736863,29.151026,22.68749,0.0,35.462843,54.72778,0.0,21.80585,0.0,0.0,5.749512,0.0,19.005126,0.0,9.967957,0.0,33.165205,7.109798,71.548611,0.0,5.749512,27.775155,19.194567,0.0,9.778516,0.0,0.0,30.331835,37.610027,28.962398,24.424393,12.356394,5.693928,0.0,0.0,5.969305,24,0,0,0,0,0,0,0,2,4,0,30,11,1,0,11,10,0,7,10,6,1,1,0,0,4,5,2,0,11,8,0,0,0,1,3,0,0,0,0,4,2,unknown,1
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,3.1938,90.0317,136.927759,39.72,313.397,313.167794,4,1,6,1,4,0,4,23,46,3,2,1,1,0,1,1,2,0,0,0.368421,13.404025,8.139507,5.44225,3.825002,2.740512,8.139507,5.44225,3.825002,2.740512,-2.04,15.840489,7.993806,4.032016,14.790515,32.407243,4.736863,0.0,18.591155,54.597304,0.0,0.0,0.0,0.0,11.499024,0.0,14.210589,0.0,5.316789,0.0,19.13167,26.303277,60.160755,0.0,11.499024,0.0,19.527377,0.0,0.0,0.0,0.0,42.464569,24.619923,13.089513,13.213764,6.103966,17.60299,0.0,0.0,0.0,19,0,0,0,0,0,0,0,1,2,1,23,7,0,0,12,6,0,6,7,4,1,1,0,0,1,3,1,0,14,4,0,0,0,0,3,0,0,0,0,0,0,unknown,1
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,1.7714,73.2094,108.971297,46.33,246.354,246.173213,3,2,5,1,2,1,3,18,40,2,1,1,1,0,0,0,1,1,1,0.533333,11.225341,6.752057,4.951571,4.110895,2.88174,6.752057,4.951571,4.110895,2.88174,-1.35,13.090418,5.105225,1.925631,5.733667,30.441359,10.209528,5.917906,25.831748,30.331835,0.0,0.0,0.0,0.0,0.0,0.0,4.794537,0.0,4.89991,11.651574,25.683286,19.634269,35.895287,0.0,0.0,5.90718,10.633577,4.794537,0.0,0.0,0.0,30.331835,38.29441,13.089513,5.41499,0.0,0.0,5.90718,0.0,0.0,15,0,0,0,0,0,0,2,0,1,0,18,9,1,0,6,3,0,5,4,3,2,1,0,0,4,3,2,0,6,2,1,1,0,0,1,0,0,0,0,0,0,unknown,1
CNC1Cc2ccccc2N(C)c2ccccc21,3.2711,76.4517,108.25213,15.27,238.334,238.146999,2,1,1,1,2,0,2,18,36,3,2,0,1,0,0,1,2,0,0,0.25,10.850473,6.38828,4.79193,3.798994,2.815503,6.38828,4.79193,3.798994,2.815503,-1.8,11.299505,4.464961,1.695546,10.216698,14.095344,6.420822,0.0,17.168744,48.530937,0.0,0.0,0.0,11.374773,0.0,0.0,0.0,0.0,5.316789,0.0,12.462662,18.995254,59.65784,0.0,0.0,11.374773,10.216698,0.0,0.0,0.0,0.0,36.398202,36.728131,24.464285,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,0,1,1,0,0,18,3,0,0,11,6,0,1,2,2,1,1,0,0,2,1,0,0,9,6,0,0,0,0,2,1,0,0,0,4,2,unknown,1
